,N1_Anxiety,N2_Anger,N3_Depression,N4_SelfConsciousness,N5_Immoderation,N6_Vulnerability,E1_Friendliness,E2_Gregariousness,E3_Assertiveness,E4_Activity_level,E5_Excitement_Seeking,E6_Cheerfulness,O1_Imagination,O2_Artistic_interests,O3_Emotionality,O4_Adventurousness,O5_Intellect,O6_Liberalism,A1_Trust,A2_Morality,A3_Altruism,A4_Cooperation,A5_Modesty,A6_Sympathy,C1_Self-Efficacy,C2_Orderliness,C3_Dutifulness,C4_Achievementstriving,C5_SelfDiscipline,C6_Cautiousness
E5_Excitement_Seeking,0.594430968,0.558864152,0.509290428,0.57617767,0.560848594,0.575072156,0.570536846,0.6835978,0.552454502,0.56161531,1,0.65532176,0.615068214,0.607809706,0.59788484,0.614105734,0.570629512,0.510995786,0.54509208,0.531853818,0.540055786,0.636620604,0.565232734,0.511397414,0.453059834,0.47165603,0.459160172,0.528408316,0.467220456,0.640175592
E6_Cheerfulness,0.60573039,0.66177408,0.624581916,0.60708378,0.557604912,0.601338416,0.61637364,0.653603472,0.577615568,0.63127264,0.65532176,1,0.63418201,0.532405598,0.688349852,0.549618964,0.56891051,0.475214098,0.538354812,0.580796924,0.620906404,0.63260245,0.639257568,0.579823564,0.564085856,0.506256444,0.495461118,0.544699968,0.47823387,0.571302438
O1_Imagination,0.667053926,0.630494678,0.622204816,0.547600202,0.620364376,0.64435238,0.495991076,0.600714706,0.567864908,0.625886142,0.615068214,0.63418201,1,0.570116992,0.661528868,0.601285814,0.65006919,0.493722438,0.51644007,0.514002076,0.491287842,0.544141554,0.592664014,0.52111522,0.595030746,0.533796506,0.487170692,0.567578022,0.519847978,0.67602928
O2_Artistic_interests,0.52144616,0.47407425,0.509008012,0.51084642,0.508425246,0.47172991,0.52147545,0.592927548,0.489379298,0.448624046,0.607809706,0.532405598,0.570116992,1,0.609182702,0.58765524,0.593889406,0.575537716,0.5543696,0.473748614,0.557639032,0.520924778,0.563915398,0.577104394,0.445631867,0.54389926,0.43075024,0.424586976,0.358150149,0.496925672
O3_Emotionality,0.735454562,0.757896658,0.742978886,0.726340318,0.651705604,0.77428655,0.674287114,0.645614286,0.66082539,0.640961902,0.59788484,0.688349852,0.661528868,0.609182702,1,0.579945576,0.65945819,0.548945182,0.611294476,0.56854416,0.690800618,0.68110955,0.70946111,0.696903386,0.65303284,0.555134706,0.515605868,0.597126838,0.51738332,0.643822216
O4_Adventurousness,0.65035484,0.576621114,0.593270416,0.609838542,0.671698846,0.571630914,0.598181848,0.631955316,0.530016346,0.680803204,0.614105734,0.549618964,0.601285814,0.58765524,0.579945576,1,0.634117322,0.500506106,0.519011296,0.525030578,0.532729396,0.579124902,0.57162286,0.556280012,0.53474992,0.652410696,0.497344764,0.561774218,0.569605172,0.64579161
O5_Intellect,0.649162264,0.59068889,0.52832847,0.620749722,0.580962462,0.655511552,0.57605202,0.608366274,0.580594544,0.59397334,0.570629512,0.56891051,0.65006919,0.593889406,0.65945819,0.634117322,1,0.537412288,0.513940544,0.508710698,0.546555008,0.60072309,0.601494062,0.58109665,0.654922776,0.549332068,0.469878098,0.5381204,0.493969596,0.604234992
O6_Liberalism,0.499948128,0.45727866,0.465808496,0.50443186,0.505082216,0.485116484,0.50940987,0.536813198,0.532222896,0.440425967,0.510995786,0.475214098,0.493722438,0.575537716,0.548945182,0.500506106,0.537412288,1,0.665677134,0.599266722,0.573322394,0.579693662,0.505341552,0.693526238,0.498583368,0.50140022,0.558540678,0.472799964,0.408315089,0.496412434
A1_Trust,0.610946078,0.498016548,0.517733996,0.636629538,0.49296573,0.541931518,0.69211076,0.571449442,0.67100572,0.449509729,0.54509208,0.538354812,0.51644007,0.5543696,0.611294476,0.519011296,0.513940544,0.665677134,1,0.640349904,0.758776544,0.625481098,0.654926374,0.741944228,0.543593634,0.511813662,0.575525368,0.512335078,0.425759567,0.577564034
A2_Morality,0.58985752,0.57926569,0.484487952,0.591365836,0.584559344,0.560691574,0.613532084,0.600312016,0.694192648,0.588413878,0.531853818,0.580796924,0.514002076,0.473748614,0.56854416,0.525030578,0.508710698,0.599266722,0.640349904,1,0.693156406,0.683452546,0.622288258,0.66576854,0.67010533,0.573309182,0.772952354,0.63593661,0.557136874,0.65330922
A3_Altruism,0.630817786,0.58913706,0.562982954,0.693469184,0.519198004,0.60198118,0.787812354,0.692690192,0.767400718,0.575314828,0.540055786,0.620906404,0.491287842,0.557639032,0.690800618,0.532729396,0.546555008,0.573322394,0.758776544,0.693156406,1,0.69974466,0.73356352,0.83747488,0.618948708,0.601016814,0.59288577,0.582093054,0.528114208,0.585508632
A4_Cooperation,0.639443542,0.756792392,0.608530908,0.70276216,0.6279613,0.676731698,0.683339786,0.632585514,0.664840652,0.589407146,0.636620604,0.63260245,0.544141554,0.520924778,0.68110955,0.579124902,0.60072309,0.579693662,0.625481098,0.683452546,0.69974466,1,0.663596418,0.695114376,0.617092656,0.543926814,0.566147778,0.572006158,0.530604368,0.60898902
A5_Modesty,0.647594956,0.64426272,0.682706198,0.73790366,0.572740504,0.618565188,0.670609732,0.645709252,0.738234674,0.589047858,0.565232734,0.639257568,0.592664014,0.563915398,0.70946111,0.57162286,0.601494062,0.505341552,0.654926374,0.622288258,0.73356352,0.663596418,1,0.68991173,0.638066572,0.563206046,0.58451028,0.660937296,0.536352376,0.617123744
A6_Sympathy,0.6287026,0.57729239,0.591267228,0.654544554,0.566329854,0.61673552,0.710770598,0.632181294,0.651043094,0.514815294,0.511397414,0.579823564,0.52111522,0.577104394,0.696903386,0.556280012,0.58109665,0.693526238,0.741944228,0.66576854,0.83747488,0.695114376,0.68991173,1,0.606295832,0.5622916,0.534176374,0.565344028,0.483919214,0.537949712
C1_Self-Efficacy,0.702147554,0.645210948,0.598975856,0.625629868,0.59646798,0.727543368,0.570863124,0.563722122,0.664057366,0.663631782,0.453059834,0.564085856,0.595030746,0.445631867,0.65303284,0.53474992,0.654922776,0.498583368,0.543593634,0.67010533,0.618948708,0.617092656,0.638066572,0.606295832,1,0.650649588,0.655262012,0.74226856,0.704091968,0.6735521
C2_Orderliness,0.620122768,0.610777172,0.535998128,0.555159752,0.5609235,0.57387823,0.560006856,0.615355794,0.577061716,0.679921872,0.47165603,0.506256444,0.533796506,0.54389926,0.555134706,0.652410696,0.549332068,0.50140022,0.511813662,0.573309182,0.601016814,0.543926814,0.563206046,0.5622916,0.650649588,1,0.55853707,0.60155595,0.674417826,0.617958046
C3_Dutifulness,0.517253572,0.53370647,0.485682894,0.52561732,0.543202266,0.514854624,0.504632678,0.514123478,0.668305816,0.553207592,0.459160172,0.495461118,0.487170692,0.43075024,0.515605868,0.497344764,0.469878098,0.558540678,0.575525368,0.772952354,0.59288577,0.566147778,0.58451028,0.534176374,0.655262012,0.55853707,1,0.64339003,0.568759814,0.646361256
C4_Achievementstriving,0.60501438,0.602877736,0.58447385,0.562010422,0.60033307,0.606665372,0.514752896,0.519394866,0.647847156,0.692437274,0.528408316,0.544699968,0.567578022,0.424586976,0.597126838,0.561774218,0.5381204,0.472799964,0.512335078,0.63593661,0.582093054,0.572006158,0.660937296,0.565344028,0.74226856,0.60155595,0.64339003,1,0.796913632,0.66398839
C5_SelfDiscipline,0.63474265,0.610962598,0.525274488,0.541175172,0.543310718,0.629243904,0.525303016,0.49446521,0.576205846,0.751543008,0.467220456,0.47823387,0.519847978,0.358150149,0.51738332,0.569605172,0.493969596,0.408315089,0.425759567,0.557136874,0.528114208,0.530604368,0.536352376,0.483919214,0.704091968,0.674417826,0.568759814,0.796913632,1,0.661721144
C6_Cautiousness,0.726785064,0.659549118,0.585068884,0.64085163,0.65732052,0.692453906,0.578153846,0.607914292,0.709622186,0.712668698,0.640175592,0.571302438,0.67602928,0.496925672,0.643822216,0.64579161,0.604234992,0.496412434,0.577564034,0.65330922,0.585508632,0.60898902,0.617123744,0.537949712,0.6735521,0.617958046,0.646361256,0.66398839,0.661721144,1
