,N1_Anxiety,N2_Anger,N3_Depression,N4_SelfConsciousness,N5_Immoderation,N6_Vulnerability,E1_Friendliness,E2_Gregariousness,E3_Assertiveness,E4_Activity_level,E5_Excitement_Seeking,E6_Cheerfulness,O1_Imagination,O2_Artistic_interests,O3_Emotionality,O4_Adventurousness,O5_Intellect,O6_Liberalism,A1_Trust,A2_Morality,A3_Altruism,A4_Cooperation,A5_Modesty,A6_Sympathy,C1_Self-Efficacy,C2_Orderliness,C3_Dutifulness,C4_Achievementstriving,C5_SelfDiscipline,C6_Cautiousness
O5_Intellect,0.81853324,0.7752005,0.7492703,0.83442044,0.7542374,0.8060159,0.7978286,0.78819,0.7746967,0.7964294,0.7717185,0.76369107,0.8301594,0.80290836,0.80411285,0.79603654,1,0.7839046,0.77787274,0.74932426,0.7793363,0.80964303,0.83107483,0.8019942,0.78422594,0.76899856,0.7529976,0.7627466,0.75703526,0.79607636
O6_Liberalism,0.7649063,0.7390883,0.73561877,0.7781374,0.7248596,0.7572383,0.74111795,0.7832847,0.7840364,0.7406834,0.7841686,0.742465,0.7553175,0.80697644,0.78090996,0.76605755,0.7839046,1,0.8295251,0.7799098,0.79113317,0.78523403,0.7862334,0.8499557,0.7542617,0.7510466,0.7930334,0.7680444,0.7310166,0.77219474
A1_Trust,0.80944926,0.77924246,0.77378273,0.84786415,0.7406797,0.7887442,0.8518434,0.8153934,0.8524144,0.77079624,0.79350674,0.7883207,0.7776906,0.7768683,0.81033516,0.7858453,0.77787274,0.8295251,1,0.8400557,0.88914686,0.82717973,0.83733666,0.8624897,0.7922465,0.7586789,0.8378566,0.79209673,0.75943696,0.8233593
A2_Morality,0.7699572,0.7746063,0.72831583,0.7930694,0.7799021,0.7522264,0.7847836,0.78080416,0.8201269,0.7923624,0.7831171,0.77888334,0.76288235,0.7308448,0.7501255,0.7465685,0.74932426,0.7799098,0.8400557,1,0.83216864,0.8227412,0.79648274,0.8028649,0.81181484,0.76438785,0.8806696,0.80523944,0.77881134,0.8301323
A3_Altruism,0.82379067,0.81511724,0.7982179,0.862654,0.746744,0.81081086,0.90458477,0.8363691,0.89964783,0.8424878,0.7893165,0.8277796,0.7721225,0.75707865,0.84041286,0.7864344,0.7793363,0.79113317,0.88914686,0.83216864,1,0.87783045,0.8664875,0.8841617,0.8135475,0.7929808,0.84167075,0.8153013,0.7870024,0.8252288
A4_Cooperation,0.840947,0.89980584,0.7955708,0.8755165,0.811967,0.8494072,0.84741265,0.82943493,0.8463846,0.84971356,0.8121349,0.81031775,0.79105234,0.75705665,0.8399644,0.79012054,0.80964303,0.78523403,0.82717973,0.8227412,0.87783045,1,0.84650517,0.8336973,0.82146573,0.8054052,0.8301608,0.80214447,0.81306916,0.83896536
A5_Modesty,0.8197576,0.8026795,0.8366559,0.88815415,0.7573268,0.8040287,0.8575661,0.81666696,0.88018596,0.8186959,0.7917475,0.80637133,0.80829716,0.7777646,0.83750373,0.7854929,0.83107483,0.7862334,0.83733666,0.79648274,0.8664875,0.84650517,1,0.8323846,0.8066569,0.75547105,0.80919224,0.82588905,0.76694673,0.8016153
A6_Sympathy,0.83005065,0.7941566,0.80217654,0.8344825,0.7356352,0.80755454,0.8365318,0.7723695,0.8155662,0.7734966,0.7648819,0.7774259,0.7613379,0.78480405,0.8437484,0.76884615,0.8019942,0.8499557,0.8624897,0.8028649,0.8841617,0.8336973,0.8323846,1,0.7816893,0.7775351,0.7954067,0.8136514,0.7508778,0.77819794
C1_Self-Efficacy,0.83343863,0.8204942,0.8184187,0.8306504,0.8008718,0.8434053,0.7790194,0.76648724,0.8363831,0.8316618,0.7378386,0.79837686,0.80470586,0.72100556,0.79981995,0.7447566,0.78422594,0.7542617,0.7922465,0.81181484,0.8135475,0.82146573,0.8066569,0.7816893,1,0.82927006,0.8458301,0.8619806,0.852616,0.83779794
C2_Orderliness,0.8184842,0.8157226,0.78288126,0.78753287,0.7964901,0.7945177,0.75564843,0.780702,0.7533425,0.8084884,0.7291333,0.7719841,0.772531,0.74359304,0.7647659,0.7920195,0.76899856,0.7510466,0.7586789,0.76438785,0.7929808,0.8054052,0.75547105,0.7775351,0.82927006,1,0.79525083,0.79179084,0.8369881,0.8200954
C3_Dutifulness,0.78276426,0.79199195,0.76468414,0.78538734,0.78494805,0.78564656,0.77428573,0.7690489,0.84028673,0.8188939,0.7623445,0.77345043,0.77241355,0.72284466,0.76774,0.7758528,0.7529976,0.7930334,0.8378566,0.8806696,0.84167075,0.8301608,0.80919224,0.7954067,0.8458301,0.79525083,1,0.8571803,0.82572025,0.87386453
C4_Achievementstriving,0.797933,0.77295536,0.7935569,0.7988716,0.75604546,0.79710853,0.7812911,0.74424875,0.8330579,0.8340798,0.75253904,0.76864696,0.7919811,0.7331679,0.7912153,0.783051,0.7627466,0.7680444,0.79209673,0.80523944,0.8153013,0.80214447,0.82588905,0.8136514,0.8619806,0.79179084,0.8571803,1,0.879902,0.85267675
C5_SelfDiscipline,0.81706214,0.80282766,0.7599986,0.80127907,0.7817472,0.84005415,0.77146006,0.7565726,0.8044202,0.87434727,0.72449267,0.74083745,0.7874922,0.7006093,0.76180196,0.7871064,0.75703526,0.7310166,0.75943696,0.77881134,0.7870024,0.81306916,0.76694673,0.7508778,0.852616,0.8369881,0.82572025,0.879902,1,0.8736135
C6_Cautiousness,0.8539564,0.8275859,0.77212065,0.8286896,0.80383813,0.85046387,0.8014874,0.8024904,0.8531436,0.87750906,0.80853355,0.8080281,0.82439566,0.7440972,0.80306906,0.8421567,0.79607636,0.77219474,0.8233593,0.8301323,0.8252288,0.83896536,0.8016153,0.77819794,0.83779794,0.8200954,0.87386453,0.85267675,0.8736135,1
